person,personLabel,image,birthplaceLabel,birthCoords,residenceLabel,resCoords,dateOfBirth,citizenshipLabel,ethnicityLabel,nativeLangLabel,spokenLangLabel,work,workLabel,workLangLabel,award,awardLabel,awardYear
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,Japanese,http://www.wikidata.org/entity/Q134532410,Q134532410,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,Japanese,http://www.wikidata.org/entity/Q133834728,Q133834728,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,Japanese,http://www.wikidata.org/entity/Q87911864,Hôzuki,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q134532410,Q134532410,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q133834728,Q133834728,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q417916,Aki Shimazaki,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Shimazaki%20au%20SLM%202018.jpg,Gifu,Point(136.759444444 35.42625),,,1954-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q87911864,Hôzuki,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2830244,Alain Roy,,Montreal,Point(-73.5868411 45.5033426),,,1965-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122090900,L'Impudeur,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2830244,Alain Roy,,Montreal,Point(-73.5868411 45.5033426),,,1965-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122067988,Gabrielle Roy : L'Idylle et le Désir fantôme,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2830244,Alain Roy,,Montreal,Point(-73.5868411 45.5033426),,,1965-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122052522,Quoi mettre dans sa valise ?,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2830244,Alain Roy,,Montreal,Point(-73.5868411 45.5033426),,,1965-01-01T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122052515,Le Grand Respir,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2831166,Albert Faucher,,Quebec,Point(-72.0 52.0),,,1915-07-20T00:00:00Z,Canada,,,French,,,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1973-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154701,Neuf Bonnes Nouvelles d'ici et une Bonne Nouvelle d'ailleurs (à vous de trouver laquelle),French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154698,Les Steppes de Gengis Khan,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154695,L’Île noire de Marco Polo,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154692,"Saint-Laurent et moi, une histoire intime",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154687,Il faut qu’on en parle,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154683,"Au secours, mon père se marie",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154679,#jeveuxquecaarrete,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154674,De quoi j’ai l’air ?,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154672,Oublie-le Marjo,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154671,Je fais ce que je veux !,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154668,Le Cœur bleu,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154666,"Le Cinquième Chemin, biographie de Jacques Languirand",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154662,Fleur de cerisier,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122154659,Un été d'amour et de cendres,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122149429,Quand Marie relevait son jupon,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122092194,Les Jeux olympiques de la ruelle,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122091836,Ailleurs si j'y suis,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122068828,Les Voisins pourquoi,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122068720,Neretva,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043798,La Treizième Lune,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043774,Le Zodiaque ou Le Cheminement vers soi-même,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043749,Mille et Mille Lunes,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043727,Sous le signe des étoiles,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043703,Étoile-moi,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043678,Les Larmes de Lumir,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043557,Tourmente,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043316,Lettre à mes fils qui ne verront jamais la Yougoslavie,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15970552,Aline Apostolska,http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20f%C3%A9vrier%202017%20-%201.jpg,Skopje,Point(21.431666666 41.996111111),,,1961-05-02T00:00:00Z,France,,,French,http://www.wikidata.org/entity/Q122043063,Au joli mois de mai,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4730518,Allan Casey,,,,Saskatoon,Point(-106.683333333 52.133333333),,Canada,,,English,http://www.wikidata.org/entity/Q131858342,Q131858342,English,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4730518,Allan Casey,,,,Saskatoon,Point(-106.683333333 52.133333333),,Canada,,,English,http://www.wikidata.org/entity/Q6478757,Lakeland,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926549,Fenêtre,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926521,Fables,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926495,Eros et Thanatos,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926460,Dormez chère,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926433,Dernier Profil,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926407,Ballades de la petite extrace,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122017548,Lueurs silences,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926781,Néant fraternel,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926754,Le Choix d'Alphonse Piché dans l'œuvre d'Alphonse Piché,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926726,Voie d'eau,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926697,Sursis,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926665,Retour,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926639,Remous,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926608,"Poèmes, 1946-1968",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2839936,Alphonse Piché,,Chicoutimi,Point(-71.059166666 48.427777777),,,1917-02-14T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121926581,"Poèmes, 1946-1950",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q56875913,Amanda Parris,http://commons.wikimedia.org/wiki/Special:FilePath/Amanda%20Parris%20at%20the%202017%20CFC%20Annual%20Gala%20%26%20Auction%20%2831875590663%29.jpg,,,,,,Canada,,,,,,,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122118400,Cahiers d'Icare,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122118400,Cahiers d'Icare,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122118400,Cahiers d'Icare,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122068347,Élégies de lumière,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122068347,Élégies de lumière,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122068347,Élégies de lumière,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122058798,Les Jours à vif,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122058798,Les Jours à vif,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122058798,Les Jours à vif,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122029986,Matamore premier,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122029986,Matamore premier,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122029986,Matamore premier,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122028260,"Je t'aime, je t'écris",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122028260,"Je t'aime, je t'écris",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122028260,"Je t'aime, je t'écris",French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122021317,Anne Hébert,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122021317,Anne Hébert,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q122021317,Anne Hébert,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121864961,Le Monde de Michel Tremblay,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121864961,Le Monde de Michel Tremblay,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2847387,André Brochu,,Saint-Eustache,Point(-73.9 45.566666666),,,1942-03-03T00:00:00Z,Canada,,,French,http://www.wikidata.org/entity/Q121864961,Le Monde de Michel Tremblay,French,http://www.wikidata.org/entity/Q3405963,Governor General's Literary Awards,1991-01-01T00:00:00Z
