author,place of birth,pob_Latitude,pob_Longitude,country of citizenship,coc_Latitude,coc_Longitude,authorLabel,work,workTitle
,,,,United Kingdom,54.6,-2,,,
Marie-Claire Blais,Quebec City,46.816111,-71.224167,Canada,56,-109,Marie-Claire Blais,http://www.wikidata.org/entity/Q16253708,La Belle Bête
,,,,France,47,2,,,
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q19947310,L'Ange au berceau
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q19947556,La Longue Portée
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q19947729,La Tierce Personne
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q19947426,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q19364466,The Just City
,,,,United Kingdom,54.6,-2,,,
Josef Škvorecký,Náchod,50.416738226612,16.16297400854,Czech Republic,50,15,Josef Škvorecký,http://www.wikidata.org/entity/Q23929420,
,,,,Canada,56,-109,,,
Tim Wynne-Jones,Cheshire,53.166666666667,-2.5833333333333,United Kingdom,54.6,-2,Tim Wynne-Jones,http://www.wikidata.org/entity/Q19364505,
,,,,Canada,56,-109,,,
Grey Owl,Hastings,50.855,0.5833333333333334,United Kingdom,54.6,-2,Grey Owl,http://www.wikidata.org/entity/Q13434830,The Adventures of Sajo and her Beaver People
,,,,Canada,56,-109,,,
Yann Martel,Salamanca,40.965,-5.664166666666667,Canada,56,-109,Yann Martel,http://www.wikidata.org/entity/Q16385669,
Yann Martel,Salamanca,40.965,-5.664166666666667,Canada,56,-109,Yann Martel,http://www.wikidata.org/entity/Q11251620,Self
Sergio Kokis,Rio de Janeiro,-22.91111111111111,-43.205555555555556,Canada,56,-109,Sergio Kokis,http://www.wikidata.org/entity/Q16024988,L'Art du maquillage
Max Nemni,Alexandria,31.1975,29.8925,Canada,56,-109,Max Nemni,http://www.wikidata.org/entity/Q8058466,
Monique Nemni,Egypt,27,29,Canada,56,-109,Monique Nemni,http://www.wikidata.org/entity/Q8058466,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q28453575,When the Music's Over
,,,,Canada,56,-109,,,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q27917009,Necessity
,,,,United Kingdom,54.6,-2,,,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q27916978,Thessaly
,,,,United Kingdom,54.6,-2,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q28451081,
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q28452202,
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q28453596,
,,,,Canada,56,-109,,,
Rohinton Mistry,Mumbai,19.075833333333332,72.8775,Canada,56,-109,Rohinton Mistry,http://www.wikidata.org/entity/Q60776119,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7979230,Wednesday's Child
,,,,Canada,56,-109,,,
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q48747859,
Arthur Hailey,Luton,51.87833333333333,-0.4147222222222222,United Kingdom,54.6,-2,Arthur Hailey,http://www.wikidata.org/entity/Q42314693,Flug in Gefahr
,,,,Canada,56,-109,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q21733294,The Philosopher Kings
,,,,United Kingdom,54.6,-2,,,
Jo Walton,Aberdare,51.713055555556,-3.445,Canada,56,-109,Jo Walton,http://www.wikidata.org/entity/Q21733294,The Philosospher Kings
,,,,United Kingdom,54.6,-2,,,
Arthur Hailey,Luton,51.87833333333333,-0.4147222222222222,United Kingdom,54.6,-2,Arthur Hailey,http://www.wikidata.org/entity/Q42314693,Let do nebezpečí
,,,,Canada,56,-109,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Arthur Hailey,Luton,51.87833333333333,-0.4147222222222222,United Kingdom,54.6,-2,Arthur Hailey,http://www.wikidata.org/entity/Q42314693,Flight Into Danger: Runway Zero-Eight
,,,,Canada,56,-109,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Pierre Cholonec,Saint-Pol-de-Léon,48.685277777778,-3.9863888888889,France,47,2,Pierre Cholonec,http://www.wikidata.org/entity/Q46451329,Catherine Tekakouita
Agatha Christie,Ashfield,50.4746,-3.5424,United Kingdom,54.6,-2,Agatha Christie,http://www.wikidata.org/entity/Q101095576,La Souricière
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7973144,Watching The Dark
,,,,Canada,56,-109,,,
Robert Barr,Glasgow,55.861111111111114,-4.25,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Robert Barr,http://www.wikidata.org/entity/Q7750833,
"Sir Gilbert Parker, 1st Baronet",Camden East,44.3353,-76.8333,United Kingdom,54.6,-2,"Sir Gilbert Parker, 1st Baronet",http://www.wikidata.org/entity/Q7762872,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Brian Moore,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,Brian Moore,http://www.wikidata.org/entity/Q7760575,The Revolution Script
,,,,Canada,56,-109,,,
Witold Rybczynski,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom,54.6,-2,Witold Rybczynski,http://www.wikidata.org/entity/Q7752355,
,,,,Canada,56,-109,,,
,,,,United States,39.828175,-98.5795,,,
Rohinton Mistry,Mumbai,19.075833333333332,72.8775,Canada,56,-109,Rohinton Mistry,http://www.wikidata.org/entity/Q57982757,
Silvia Moreno-Garcia,Mexico,23,-102,Mexico,23,-102,Silvia Moreno-Garcia,http://www.wikidata.org/entity/Q21162253,Signal to Noise
,,,,Canada,56,-109,,,
Yann Martel,Salamanca,40.965,-5.664166666666667,Canada,56,-109,Yann Martel,http://www.wikidata.org/entity/Q26158011,The High Mountains of Portugal
Nalo Hopkinson,Kingston,17.971388888889,-76.793055555556,Canada,56,-109,Nalo Hopkinson,http://www.wikidata.org/entity/Q7762126,The Salt Roads
,,,,Jamaica,18.18,-77.4,,,
André Alexis,Trinidad and Tobago,10.666666666667,-61.516666666667,Canada,56,-109,André Alexis,http://www.wikidata.org/entity/Q21480327,Fifteen Dogs
George Siemens,Mexico,23,-102,Canada,56,-109,George Siemens,http://www.wikidata.org/entity/Q58166124,Knowing Knowledge
,Mexico City,19.353773,-99.13589,,,,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117309484,Émigressence
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q117309416,Une île pour deux
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q117309254,Lieux-dits
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q117308763,Fleurs d'hiver
,,,,Canada,56,-109,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q117308956,Le Balcon dans le ciel
,,,,Canada,56,-109,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q117309571,Le jour qui tombe
,,,,Canada,56,-109,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q117309597,Le Pont sur le temps
,,,,Canada,56,-109,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q117309693,La Savoyane
,,,,Canada,56,-109,,,
Myriam Watthee-Delmotte,Ypres,50.850833333333334,2.885,Belgium,50.641111111111,4.6680555555556,Myriam Watthee-Delmotte,http://www.wikidata.org/entity/Q117309153,Le Mal dans l'imaginaire littéraire français (1850-1950)
Philippe Prévost,Le Havre,49.494166666667,0.10805555555556,France,47,2,Philippe Prévost,http://www.wikidata.org/entity/Q117308875,La France et les nominations épiscopales au Canada
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117308948,La Main du temps
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117309401,Une affaire de famille
Brigitte Haentjens,Paris,48.85666666666667,2.352222222222222,France,47,2,Brigitte Haentjens,http://www.wikidata.org/entity/Q117309113,Strip
Alain Raimbault,Paris,48.85666666666667,2.352222222222222,France,47,2,Alain Raimbault,http://www.wikidata.org/entity/Q117309595,Mon île muette
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q117309717,Paris-Québec
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117309824,Les Aléas d'une odyssée
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117309930,Perspectives sur la littérature franco-ontarienne
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Pierre Salducci,Rouen,49.443055555556,1.1025,France,47,2,Pierre Salducci,http://www.wikidata.org/entity/Q117309728,
Françoise Lepage,Saint-Amand-Montrond,46.722777777778,2.505,France,47,2,Françoise Lepage,http://www.wikidata.org/entity/Q117309805,Le Cadeau de l'ours
Françoise Lepage,Saint-Amand-Montrond,46.722777777778,2.505,France,47,2,Françoise Lepage,http://www.wikidata.org/entity/Q117309924,Daniel Mativat
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q117309821,Olga
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q117310075,Lettres à deux mains
Melchior Mbonimpa,Burundi,-3.666667,29.816667,Canada,56,-109,Melchior Mbonimpa,http://www.wikidata.org/entity/Q117310172,Les morts ne sont pas morts
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117310140,Le Chien de Shibuya
Claude C. Pierre,Corail,18.566666666667,-73.883333333333,Haiti,19,-72.8,Claude C. Pierre,http://www.wikidata.org/entity/Q117309949,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117310134,Illuminations autistes
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117310198,Nomadaime
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117310226,
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
François Dimberton,Villeneuve-Saint-Georges,48.7325,2.4497222222222,France,47,2,François Dimberton,http://www.wikidata.org/entity/Q117310060,Ras la potiche !
Françoise Enguehard,Saint Pierre and Miquelon,46.85,-56.3,France,47,2,Françoise Enguehard,http://www.wikidata.org/entity/Q117309948,Le Pilote du Roy
,,,,Canada,56,-109,,,
Martine L. Jacquot,La Ferté-Gaucher,48.7825,3.3052777777778,France,47,2,Martine L. Jacquot,http://www.wikidata.org/entity/Q117309950,Les Glycines
Jean-Claude Bauer,Haillicourt,50.476111111111,2.5847222222222,France,47,2,Jean-Claude Bauer,http://www.wikidata.org/entity/Q117310060,Ras la potiche !
Bruna Di Giuseppe-Bertoni,Rome,41.893055555556,12.482777777778,Canada,56,-109,Bruna Di Giuseppe-Bertoni,http://www.wikidata.org/entity/Q106085782,I Call My Grandmother Nonna
Mila Younes,Saint-Denis,48.935555555556,2.3538888888889,Canada,56,-109,Mila Younes,http://www.wikidata.org/entity/Q117310386,Nomade
,,,,France,47,2,,,
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q117310420,La Belle Embarquée
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117310458,Une fille sur le pied de guerre
Brigitte Haentjens,Paris,48.85666666666667,2.352222222222222,France,47,2,Brigitte Haentjens,http://www.wikidata.org/entity/Q117310387,Nickel
Jean-Christophe Yacono,Clermont-Ferrand,45.779722222222,3.0869444444444,France,47,2,Jean-Christophe Yacono,http://www.wikidata.org/entity/Q111969445,Anarchive 2 : Digital Snow
,,,,Canada,56,-109,,,
Jean-Christophe Yacono,Clermont-Ferrand,45.779722222222,3.0869444444444,France,47,2,Jean-Christophe Yacono,http://www.wikidata.org/entity/Q111969445,Anarchive 2 : Digital Snow
,,,,Canada,56,-109,,,
Tim Wynne-Jones,Cheshire,53.166666666667,-2.5833333333333,United Kingdom,54.6,-2,Tim Wynne-Jones,http://www.wikidata.org/entity/Q105858593,
,,,,Canada,56,-109,,,
El-Farouk Khaki,Tanzania,-6.3069444444444445,34.85388888888889,Canada,56,-109,El-Farouk Khaki,http://www.wikidata.org/entity/Q105638582,
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q117310404,Tu n'aurais pas dû partir
Ollivier Dyens,Rome,41.893055555556,12.482777777778,Canada,56,-109,Ollivier Dyens,http://www.wikidata.org/entity/Q117310422,Prières
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q117310394,Lignes de fuite
Yves Antoine,Haiti,19,-72.8,Haiti,19,-72.8,Yves Antoine,http://www.wikidata.org/entity/Q117310299,Polyphonie
Jean Elie Barjon,Port-au-Prince,18.546944444444446,-72.34027777777777,Haiti,19,-72.8,Jean Elie Barjon,http://www.wikidata.org/entity/Q128406435,
Silvia Moreno-Garcia,Mexico,23,-102,Mexico,23,-102,Silvia Moreno-Garcia,http://www.wikidata.org/entity/Q106448382,This Strange Way of Dying
,,,,Canada,56,-109,,,
Pamela Mordecai,Kingston,17.971388888889,-76.793055555556,Jamaica,18.18,-77.4,Pamela Mordecai,http://www.wikidata.org/entity/Q106151552,
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q117310463,Rendez-vous à Hong Kong
Kevin Chong,Hong Kong,22.278333333333,114.15861111111,Canada,56,-109,Kevin Chong,http://www.wikidata.org/entity/Q109394595,Baroque-a-nova
Lina Aziz,Middle East,28,45,Canada,56,-109,Lina Aziz,http://www.wikidata.org/entity/Q66363237,Frozen Tears
Mike Glicksohn,Portsmouth,50.805833333333,-1.0872222222222,United Kingdom,54.6,-2,Mike Glicksohn,http://www.wikidata.org/entity/Q115888624,
Mike Glicksohn,Portsmouth,50.805833333333,-1.0872222222222,United Kingdom,54.6,-2,Mike Glicksohn,http://www.wikidata.org/entity/Q115899533,
Yuval Noah Harari,Kiryat Ata,32.8,35.1,Israel,31,35,Yuval Noah Harari,http://www.wikidata.org/entity/Q130649687,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117310569,Bangkok blues
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q117310568,Méditerranée à voile toute
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117310527,Le Fleuve des grands rêves
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q117310579,"La vie, sens unique"
James Joyce,Rathgar,53.311666666667,-6.2743333333333,Ireland,53,-8,James Joyce,http://www.wikidata.org/entity/Q117310595,Molly Bloom
,Dublin,53.34972222222222,-6.260277777777778,United Kingdom,54.6,-2,,,
,,,,France,47,2,,,
Jean-Claude Masson,Liège,50.639722222222225,5.570555555555556,Belgium,50.641111111111,4.6680555555556,Jean-Claude Masson,http://www.wikidata.org/entity/Q117310489,Le Chantimane
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q117310582,Petite Sarah
,,,,France,47,2,,,
André Lebeau,Montceau-les-Mines,46.666944444444,4.3688888888889,France,47,2,André Lebeau,http://www.wikidata.org/entity/Q117310548,Le Chant du coucou. Haïkus pour Santiago
Évelyne Voldeng,Brittany,48,-3,France,47,2,Évelyne Voldeng,http://www.wikidata.org/entity/Q117310480,Brocéliande à coeur de neige suivi de Mon Herbier sauvage
Évelyne Voldeng,Brittany,48,-3,France,47,2,Évelyne Voldeng,http://www.wikidata.org/entity/Q117310530,Lectures de l'imaginaire
Évelyne Voldeng,Brittany,48,-3,France,47,2,Évelyne Voldeng,http://www.wikidata.org/entity/Q117310626,Les Crocodiles dans les champs de soya
Filippo Salvatore,Guglionesi,41.916666666667,14.916666666667,Italy,42.5,12.5,Filippo Salvatore,http://www.wikidata.org/entity/Q67125156,Le Facisme et les Italiens à Montréal
Alberto Manguel,Buenos Aires,-34.599722222222,-58.381944444444,Argentina,-34,-64,Alberto Manguel,http://www.wikidata.org/entity/Q115044052,
,,,,Canada,56,-109,,,
Tima Kurdi,Damascus,33.513055555556,36.291944444444,Syria,35.216667,38.583333,Tima Kurdi,http://www.wikidata.org/entity/Q113549139,The Boy on the Beach: My Family's Escape from Syria and Our Hope for a New Home
,,,,Canada,56,-109,,,
Soraya Benhaddad,Algeria,28,1,Canada,56,-109,Soraya Benhaddad,http://www.wikidata.org/entity/Q117830721,Alerte à la ferme !
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q117310640,Petit Félix
,,,,France,47,2,,,
Mike Glicksohn,Portsmouth,50.805833333333,-1.0872222222222,United Kingdom,54.6,-2,Mike Glicksohn,http://www.wikidata.org/entity/Q130749849,
Ginette Fauquet,Paris,48.85666666666667,2.352222222222222,France,47,2,Ginette Fauquet,http://www.wikidata.org/entity/Q117310642,
Évelyne Foëx,France,47,2,France,47,2,Évelyne Foëx,http://www.wikidata.org/entity/Q117830778,Si Annabelle avait des ailes…
,,,,Canada,56,-109,,,
Mark Carney,Fort Smith,60.0053,-111.891,Canada,56,-109,Mark Carney,http://www.wikidata.org/entity/Q134985000,
,,,,Ireland,53,-8,,,
,,,,United Kingdom,54.6,-2,,,
Marcello Musto,Naples,40.83583333333333,14.248611111111112,Italy,42.5,12.5,Marcello Musto,http://www.wikidata.org/entity/Q133271646,Marx: Biografi Intelektual dan Politik
J. Norman Collie,Alderley Edge,53.303,-2.236,United Kingdom,54.6,-2,J. Norman Collie,http://www.wikidata.org/entity/Q132467868,
